TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price
T00264,C0170,P019,2024-01-12 10:17:10,4,1541.48,385.37
T00339,C0117,P019,2024-05-03 03:39:17,4,1541.48,385.37
T00375,C0082,P019,2024-10-05 02:02:48,4,1541.48,385.37
T00525,C0178,P019,2024-10-21 20:29:28,3,1156.11,385.37
T00535,C0059,P019,2024-03-12 21:51:40,4,1541.48,385.37
T00595,C0138,P019,2024-07-11 20:27:51,4,1541.48,385.37
T00836,C0076,P019,2024-04-25 14:43:34,1,385.37,385.37
T00976,C0109,P019,2024-08-07 01:34:06,2,770.74,385.37
T00154,C0040,P020,2023-12-31 06:53:54,4,1585.36,396.34
T00212,C0196,P020,2024-12-03 12:54:48,4,1585.36,396.34
T00259,C0006,P020,2024-01-25 09:29:44,4,1585.36,396.34
T00263,C0030,P020,2024-01-28 04:10:05,1,396.34,396.34
T00627,C0013,P020,2024-05-06 23:15:01,4,1585.36,396.34
T00788,C0114,P020,2024-06-13 12:58:37,3,1189.02,396.34
T00843,C0102,P020,2024-08-08 19:49:54,2,792.68,396.34
T00903,C0182,P020,2024-01-29 19:25:10,4,1585.36,396.34
T00911,C0067,P020,2024-06-14 21:37:11,3,1189.02,396.34
T00933,C0058,P020,2024-02-01 14:24:48,1,396.34,396.34
T00967,C0040,P020,2024-07-19 09:25:20,4,1585.36,396.34
T00983,C0046,P020,2024-04-30 08:50:38,4,1585.36,396.34
T00157,C0169,P044,2024-11-09 09:07:36,2,37.64,18.82
T00672,C0165,P044,2024-07-28 00:09:49,4,75.28,18.82
T00711,C0165,P044,2024-06-11 15:51:14,4,75.28,18.82
T00878,C0165,P044,2024-09-24 21:15:21,3,56.46,18.82
T00159,C0163,P002,2024-10-12 03:12:30,4,1385.2,346.3
T00248,C0067,P002,2024-05-03 21:36:31,4,1385.2,346.3
T00285,C0068,P002,2024-04-02 02:23:50,3,1038.9,346.3
T00402,C0031,P002,2024-11-24 17:22:38,2,692.6,346.3
T00648,C0003,P002,2024-08-24 18:54:04,4,1385.2,346.3
T00706,C0181,P002,2024-07-01 00:11:31,3,1038.9,346.3
T00717,C0186,P002,2024-09-21 05:32:31,2,692.6,346.3
T00780,C0102,P002,2024-02-14 14:25:57,3,1038.9,346.3
T00165,C0049,P056,2024-03-18 04:33:39,4,64.32,16.08
T00399,C0013,P056,2024-03-28 19:16:21,3,48.24,16.08
T00454,C0174,P056,2024-11-10 08:32:31,2,32.16,16.08
T00584,C0112,P056,2024-06-02 17:24:55,1,16.08,16.08
T00774,C0095,P056,2024-01-07 14:19:49,2,32.16,16.08
T00916,C0099,P056,2024-11-10 19:32:15,4,64.32,16.08
T00949,C0169,P056,2024-02-16 14:52:24,4,64.32,16.08
T00996,C0189,P056,2024-01-31 19:34:22,1,16.08,16.08
T00170,C0038,P082,2024-02-29 01:45:41,3,167.97,55.99
T00215,C0065,P082,2024-03-18 06:01:51,3,167.97,55.99
T00233,C0162,P082,2024-02-16 11:29:31,1,55.99,55.99
T00369,C0151,P082,2024-12-24 11:40:24,4,223.96,55.99
T00373,C0179,P082,2024-02-07 20:28:19,2,111.98,55.99
T00398,C0069,P082,2024-03-14 17:22:52,1,55.99,55.99
T00622,C0047,P082,2024-02-22 21:46:45,2,111.98,55.99
T00874,C0093,P082,2024-09-12 04:48:36,3,167.97,55.99
T00174,C0107,P012,2024-02-21 23:48:42,1,159.6,159.6
T00179,C0119,P012,2024-11-27 08:06:10,1,159.6,159.6
T00451,C0023,P012,2024-10-04 20:44:00,4,638.4,159.6
T00719,C0057,P012,2024-04-07 14:32:58,1,159.6,159.6
T00789,C0005,P012,2024-11-04 00:30:22,2,319.2,159.6
T00858,C0194,P012,2024-08-18 00:51:18,1,159.6,159.6
T00909,C0093,P012,2024-01-01 14:29:52,2,319.2,159.6
T00969,C0149,P012,2024-07-30 08:34:58,3,478.8,159.6
T00176,C0164,P075,2024-10-20 16:20:50,1,497.76,497.76
T00360,C0108,P075,2024-05-29 17:04:29,3,1493.28,497.76
T00367,C0161,P075,2024-03-27 07:31:28,2,995.52,497.76
T00643,C0137,P075,2024-05-21 09:00:57,3,1493.28,497.76
T00782,C0188,P075,2024-08-27 05:49:59,3,1493.28,497.76
T00805,C0038,P075,2024-02-05 18:18:43,3,1493.28,497.76
T00809,C0078,P075,2024-12-09 11:44:44,2,995.52,497.76
T00866,C0065,P075,2024-12-10 01:50:20,3,1493.28,497.76
T00876,C0044,P075,2024-10-22 02:45:04,2,995.52,497.76
T00928,C0082,P075,2024-09-06 18:39:07,4,1991.04,497.76
T00177,C0099,P005,2024-06-14 08:41:48,3,1287.93,429.31
T00183,C0030,P005,2024-08-24 01:19:18,3,1287.93,429.31
T00437,C0143,P005,2024-09-11 20:41:10,4,1717.24,429.31
T00468,C0061,P005,2024-02-23 05:08:16,2,858.62,429.31
T00483,C0194,P005,2024-05-08 22:54:06,3,1287.93,429.31
T00767,C0045,P005,2024-02-29 03:49:04,3,1287.93,429.31
T00855,C0107,P005,2024-08-16 19:51:40,3,1287.93,429.31
T00879,C0074,P005,2024-01-20 17:46:34,3,1287.93,429.31
T00185,C0108,P028,2024-03-07 03:54:06,4,942.32,235.58
T00229,C0038,P028,2024-06-29 11:39:11,3,706.74,235.58
T00305,C0127,P028,2024-01-18 15:08:21,4,942.32,235.58
T00332,C0145,P028,2024-02-04 07:44:22,4,942.32,235.58
T00393,C0147,P028,2024-05-28 10:52:05,3,706.74,235.58
T00520,C0052,P028,2024-04-20 08:12:59,1,235.58,235.58
T00527,C0110,P028,2024-01-02 19:11:34,4,942.32,235.58
T00582,C0177,P028,2024-08-05 22:39:54,2,471.16,235.58
T00736,C0195,P028,2024-03-05 10:46:53,4,942.32,235.58
T00756,C0028,P028,2024-02-15 04:29:17,3,706.74,235.58
T00851,C0059,P028,2024-02-13 06:45:11,3,706.74,235.58
T00915,C0163,P028,2024-07-26 15:47:31,3,706.74,235.58
T00196,C0104,P094,2024-07-11 17:39:59,2,894.68,447.34
T00370,C0143,P094,2024-07-17 08:52:39,3,1342.02,447.34
T00508,C0057,P094,2024-12-18 11:46:16,3,1342.02,447.34
T00707,C0170,P094,2024-05-27 15:48:49,3,1342.02,447.34
T00708,C0187,P094,2024-02-12 17:27:50,2,894.68,447.34
T00730,C0008,P094,2024-01-22 19:40:43,2,894.68,447.34
T00733,C0059,P094,2024-02-06 22:06:42,1,447.34,447.34
T00912,C0148,P094,2024-10-02 16:00:54,4,1789.36,447.34
T00918,C0103,P094,2024-08-20 02:24:47,2,894.68,447.34
T00966,C0154,P094,2024-03-04 05:11:01,2,894.68,447.34
T00974,C0143,P094,2024-12-18 17:13:17,3,1342.02,447.34
T00205,C0152,P079,2024-04-09 09:14:53,4,1669.48,417.37
T00274,C0196,P079,2024-08-28 19:56:53,1,417.37,417.37
T00294,C0123,P079,2024-08-23 23:45:25,3,1252.11,417.37
T00409,C0138,P079,2024-12-18 04:06:47,4,1669.48,417.37
T00427,C0113,P079,2024-02-05 19:46:58,4,1669.48,417.37
T00575,C0196,P079,2024-12-15 03:43:35,4,1669.48,417.37
T00617,C0048,P079,2024-01-14 03:22:21,3,1252.11,417.37
T00626,C0199,P079,2024-08-17 12:06:08,2,834.74,417.37
T00656,C0065,P079,2024-09-13 08:28:58,1,417.37,417.37
T00713,C0135,P079,2024-01-22 02:25:06,2,834.74,417.37
T00745,C0090,P079,2024-06-22 14:35:43,2,834.74,417.37
T00746,C0104,P079,2024-07-19 14:35:31,4,1669.48,417.37
T00766,C0138,P079,2024-02-02 02:54:00,1,417.37,417.37
T00823,C0095,P079,2024-09-30 10:45:06,3,1252.11,417.37
T00908,C0089,P079,2024-02-12 15:27:25,4,1669.48,417.37
T00964,C0047,P079,2024-08-05 13:12:14,1,417.37,417.37
T00214,C0056,P024,2024-02-18 05:49:59,2,677.32,338.66
T00249,C0075,P024,2024-12-10 21:53:30,3,1015.98,338.66
T00528,C0053,P024,2024-08-28 04:01:48,4,1354.64,338.66
T00817,C0108,P024,2024-10-02 22:07:40,2,677.32,338.66
T00847,C0004,P024,2024-10-24 16:28:30,1,338.66,338.66
T00219,C0019,P008,2024-08-22 23:44:44,1,146.85,146.85
T00385,C0072,P008,2024-03-16 16:23:59,2,293.7,146.85
T00611,C0084,P008,2024-12-16 14:32:21,2,293.7,146.85
T00660,C0057,P008,2024-09-23 16:46:01,3,440.55,146.85
T00701,C0175,P008,2024-07-27 05:05:37,2,293.7,146.85
T00757,C0022,P008,2024-09-03 03:11:42,2,293.7,146.85
T00781,C0182,P008,2024-05-06 19:24:04,1,146.85,146.85
T00934,C0154,P008,2024-09-19 14:18:33,2,293.7,146.85
T00963,C0199,P008,2024-10-26 00:01:58,2,293.7,146.85
T01000,C0004,P008,2024-02-28 10:16:35,2,293.7,146.85
T00238,C0031,P091,2024-08-11 00:11:15,2,445.9,222.95
T00257,C0051,P091,2024-08-10 00:39:50,1,222.95,222.95
T00260,C0059,P091,2024-03-23 08:29:57,4,891.8,222.95
T00384,C0073,P091,2024-02-04 15:35:27,4,891.8,222.95
T00646,C0036,P091,2024-01-23 12:53:51,3,668.85,222.95
T00793,C0054,P091,2024-10-07 17:48:28,3,668.85,222.95
T00798,C0015,P091,2024-09-21 01:39:03,3,668.85,222.95
T00241,C0109,P071,2024-07-08 16:06:55,3,382.08,127.36
T00441,C0133,P071,2024-02-03 08:15:00,4,509.44,127.36
T00559,C0134,P071,2024-04-28 14:16:10,1,127.36,127.36
T00591,C0161,P071,2024-07-05 10:29:31,3,382.08,127.36
T00675,C0002,P071,2024-12-03 01:41:41,2,254.72,127.36
T00777,C0049,P071,2024-01-14 04:59:39,2,254.72,127.36
T00890,C0176,P071,2024-02-02 14:46:36,4,509.44,127.36
T00980,C0147,P071,2024-03-30 09:01:31,1,127.36,127.36
T00244,C0158,P098,2024-01-04 14:19:41,1,299.93,299.93
T00302,C0051,P098,2024-07-23 12:30:30,1,299.93,299.93
T00412,C0126,P098,2024-11-08 14:50:40,2,599.86,299.93
T00543,C0127,P098,2024-09-20 08:12:56,3,899.79,299.93
T00654,C0054,P098,2024-07-07 12:28:18,4,1199.72,299.93
T00849,C0115,P098,2024-01-31 09:08:09,2,599.86,299.93
T00978,C0041,P098,2024-12-15 21:18:12,3,899.79,299.93
T00253,C0155,P026,2024-11-11 03:36:18,4,257.52,64.38
T00290,C0162,P026,2024-01-29 11:31:41,4,257.52,64.38
T00338,C0091,P026,2024-05-28 17:40:20,2,128.76,64.38
T00557,C0008,P026,2024-03-11 03:22:29,2,128.76,64.38
T00562,C0121,P026,2024-07-06 11:32:13,1,64.38,64.38
T00578,C0143,P026,2024-03-30 23:37:50,3,193.14,64.38
T00927,C0091,P026,2024-04-22 18:28:54,3,193.14,64.38
T00307,C0044,P045,2024-05-30 18:15:28,4,1927.12,481.78
T00502,C0181,P045,2024-04-12 14:44:42,1,481.78,481.78
T00598,C0149,P045,2024-05-24 09:32:01,2,963.56,481.78
T00621,C0099,P045,2024-04-19 05:04:38,2,963.56,481.78
T00625,C0124,P045,2024-07-02 09:34:25,2,963.56,481.78
T00663,C0054,P045,2024-04-23 11:07:18,3,1445.34,481.78
T00734,C0132,P045,2024-09-29 16:20:32,2,963.56,481.78
T00947,C0022,P045,2024-08-11 12:13:35,2,963.56,481.78
T00318,C0098,P046,2024-01-09 16:35:54,1,366.07,366.07
T00380,C0135,P046,2024-01-04 16:40:50,4,1464.28,366.07
T00464,C0188,P046,2024-05-16 11:23:37,2,732.14,366.07
T00500,C0145,P046,2024-06-17 14:12:01,3,1098.21,366.07
T00603,C0108,P046,2024-05-15 16:06:03,3,1098.21,366.07
T00769,C0011,P046,2024-02-06 14:46:43,4,1464.28,366.07
T00900,C0173,P046,2024-09-01 18:30:22,4,1464.28,366.07
T00943,C0133,P046,2024-01-01 10:21:22,1,366.07,366.07
T00379,C0004,P077,2024-12-23 14:13:52,4,1062.04,265.51
T00418,C0184,P077,2024-01-03 02:43:36,2,531.02,265.51
T00549,C0093,P077,2024-09-16 02:11:37,2,531.02,265.51
T00624,C0105,P077,2024-08-03 23:04:47,4,1062.04,265.51
T00778,C0175,P077,2024-07-18 11:21:41,4,1062.04,265.51
T00920,C0090,P077,2024-04-26 11:22:42,1,265.51,265.51
T00396,C0067,P037,2024-04-14 14:12:54,2,919.72,459.86
T00408,C0054,P037,2024-08-15 03:03:51,2,919.72,459.86
T00496,C0118,P037,2024-10-24 08:30:27,1,459.86,459.86
T00759,C0059,P037,2024-06-04 02:15:24,3,1379.58,459.86
T00922,C0018,P037,2024-04-05 13:05:32,4,1839.44,459.86
T00959,C0115,P037,2024-09-29 10:16:02,2,919.72,459.86
T00992,C0024,P037,2024-04-21 10:52:24,1,459.86,459.86
